character,script_line,episode,begin,end,duration,episode_index,bad_words,is_male
Aureliano Adami,pure per te il posto in famiglia ci sarà sempre,5,30018400000,30042000000,23600000,500,0,1
Gabriele Marchilli,t ha chiamato pure a te,5,31157200000,31168400000,11200000,502,0,1
Alberto Anacleti,sai che vuole,5,31184400000,31194400000,10000000,503,0,1
Gabriele Marchilli,no,5,31219600000,31228000000,8400000,504,0,1
Aureliano Adami,tocca che torniamo insieme,5,31916400000,31932400000,16000000,506,0,1
Alberto Anacleti,cioè,5,31984400000,31994000000,9600000,507,0,1
Aureliano Adami,cioè ripartiamo da zio prete,5,31994800000,32012400000,17600000,508,0,1
Aureliano Adami,ma stavolta non gli leviamo i soldi gli leviamo i terreni,5,32029600000,32056000000,26400000,509,0,1
Alberto Anacleti,mmh,5,32073600000,32082000000,8400000,510,0,1
Alberto Anacleti,e per farci che,5,32086800000,32095200000,8400000,511,0,1
Aureliano Adami,per sputare in faccia a un po di gente spadi,5,32099600000,32121600000,22000000,512,0,1
Aureliano Adami,a samurai per primo,5,32131200000,32144000000,12800000,513,0,1
Aureliano Adami,poi io a mia sorella,5,32161600000,32176400000,14800000,514,0,1
Aureliano Adami,te a quella merda di tuo fratello,5,32181200000,32198400000,17200000,515,1,1
Aureliano Adami,e te che cazzo ne so ci sarà qualcuno a cui vuoi sputare in faccia,5,32203200000,32230800000,27600000,516,1,1
Aureliano Adami,chiudiamo con le famiglie e ci riprendiamo la vita nostra,5,32259600000,32282000000,22400000,517,0,1
Gabriele Marchilli,ma che cazzo stai a dire,5,32312800000,32322800000,10000000,518,1,1
Aureliano Adami,sto posto è della famiglia mia tutto intorno è del prete,5,32349600000,32374000000,24400000,519,0,1
Aureliano Adami,noi ci prendiamo tutto diventa tutta roba nostra,5,32374800000,32396400000,21600000,520,0,1
Aureliano Adami,ma stavolta non si gioca,5,32420800000,32434400000,13600000,521,0,1
Aureliano Adami,ci verranno sotto tutti politici preti e pure quella faccia di merda di samurai,5,32450000000,32484000000,34000000,522,1,1
Aureliano Adami,ci state,5,32550000000,32558400000,8400000,523,0,1
Aureliano Adami,sì o no,5,32643600000,32652800000,9200000,524,0,1
Alberto Anacleti,dai,5,32733600000,32742800000,9200000,525,0,1
Gabriele Marchilli,dai,5,32822400000,32833200000,10800000,526,0,1
Aureliano Adami,dai,5,32867600000,32876800000,9200000,527,0,1
Sara Monaschi,monsignore,6,642800000,651200000,8400000,1,0,0
Sara Monaschi,ma adesso sono io che prego lei venga via venga qua,6,682800000,711600000,28800000,3,0,0
Sara Monaschi,venga qui da me,6,722000000,732800000,10800000,4,0,0
Sara Monaschi,la prego,6,736400000,745600000,9200000,5,0,0
Sara Monaschi,non c è niente a cui non si possa porre rimedio,6,771200000,793600000,22400000,6,0,0
Sara Monaschi,il signore perdona,6,801600000,815600000,14000000,7,0,0
Sara Monaschi,gli uomini perdonano,6,831200000,845600000,14400000,8,0,0
Sara Monaschi,mi fermo,6,1038800000,1049200000,10400000,13,0,0
Sara Monaschi,ma lei resti lì dov è,6,1066000000,1079600000,13600000,14,0,0
Sara Monaschi,adesso noi torniamo a roma,6,1109600000,1123600000,14000000,15,0,0
Sara Monaschi,la chiesa l aiuterà a sparire,6,1145600000,1164000000,18400000,17,0,0
Sara Monaschi,a ritirarsi,6,1167600000,1180800000,13200000,18,0,0
Sara Monaschi,lei non esisterà più per nessuno,6,1190800000,1206000000,15200000,19,0,0
Sara Monaschi,ripenserà a questo momento e magari starà dicendo messa,6,1230400000,1259600000,29200000,20,0,0
Sara Monaschi,in qualche posto sperduto,6,1260400000,1276400000,16000000,21,0,0
Sara Monaschi,in una chiesetta di campagna,6,1288400000,1300800000,12400000,22,0,0
Sara Monaschi,e studierà pregherà,6,1324400000,1342400000,18000000,23,0,0
Sara Monaschi,una nuova vita,6,1412000000,1425600000,13600000,24,0,0
Sara Monaschi,lontano da tutto,6,1440000000,1450400000,10400000,25,0,0
Sara Monaschi,puoi tornare a casa tua in grecia,6,1492400000,1509200000,16800000,26,0,0
Sara Monaschi,dammi la mano ti prego,6,1513600000,1531200000,17600000,27,0,0
Sara Monaschi,dammi la mano,6,1540800000,1550000000,9200000,28,0,0
Sara Monaschi,vieni,6,1555200000,1563600000,8400000,29,0,0
Sara Monaschi,vieni,6,1572000000,1580800000,8800000,30,0,0
Sara Monaschi,dai,6,1590000000,1598400000,8400000,31,0,0
Sara Monaschi,dammi la mano,6,1602000000,1613200000,11200000,32,0,0
Sara Monaschi,ehi,6,2068000000,2079200000,11200000,33,0,0
Gabriele Marchilli,ciao,6,2068000000,2079200000,11200000,34,0,1
Sara Monaschi,allora è vero che non puoi vivere senza di me,6,2091600000,2114400000,22800000,35,0,0
Sara Monaschi,che è successo,6,2142800000,2153200000,10400000,36,0,0
Gabriele Marchilli,niente perché,6,2159200000,2174400000,15200000,37,0,1
Sara Monaschi,hai una faccia,6,2184800000,2197200000,12400000,38,0,0
Gabriele Marchilli,ho dormito poco,6,2201600000,2212400000,10800000,39,0,1
Sara Monaschi,allora dove mi porti,6,2236000000,2254400000,18400000,41,0,0
Gabriele Marchilli,è una sorpresa,6,2257200000,2267600000,10400000,42,0,1
Manfredi Anacleti,spadino,6,2421600000,2431200000,9600000,44,0,1
Angelica Sale,dev essere uscito presto,6,2450800000,2462800000,12000000,45,0,0
Manfredi Anacleti,per andare dove,6,2465600000,2484000000,18400000,46,0,1
Angelica Sale,non lo so,6,2465600000,2484000000,18400000,47,0,0
Manfredi Anacleti,non lo sai,6,2487600000,2496400000,8800000,48,0,1
Manfredi Anacleti,una moglie deve sempre sapere dove sta il marito,6,2497200000,2518000000,20800000,49,0,1
Manfredi Anacleti,e lo deve fare contento,6,2536800000,2548800000,12000000,50,0,1
Manfredi Anacleti,vieni qua,6,2560400000,2569200000,8800000,51,0,1
Manfredi Anacleti,vieni qua mica ti mordo vieni,6,2578399999,2596400000,18000001,52,0,1
Manfredi Anacleti,avvicinati,6,2611200000,2619599999,8399999,53,0,1
Manfredi Anacleti,tieni,6,2682800000,2691200000,8400000,54,0,1
Manfredi Anacleti,dai prendili comprati qualcosa di carino,6,2697200000,2716000000,18800000,55,0,1
Manfredi Anacleti,la mercanzia ce l hai mettila in mostra no,6,2778800000,2798000000,19200000,56,0,1
Sara Monaschi,beh sarebbe questa la sorpresa,6,2978800000,2998400000,19600000,58,0,0
Aureliano Adami,no,6,2999200000,3008400000,9200000,59,0,1
Aureliano Adami,siamo noi la sorpresa,6,3024400000,3037600000,13200000,60,0,1
Gabriele Marchilli,tranquilla adesso ti spiego tutto,6,3090000000,3109600000,19600000,61,0,1
Sara Monaschi,che mi devi spiegare,6,3117600000,3130400000,12800000,62,0,0
Sara Monaschi,che sei un pezzo di merda,6,3131200000,3146000000,14800000,63,1,0
Sara Monaschi,eh eri d accordo con questi due fin dall inizio,6,3151200000,3176400000,25200000,64,0,0
Sara Monaschi,stronzo,6,3180400000,3192400000,12000000,65,1,0
Gabriele Marchilli,sara,6,3180400000,3192400000,12000000,66,0,1
Sara Monaschi,stronzo,6,3193200000,3203200000,10000000,67,1,0
Alberto Anacleti,ammazza che sberla,6,3204000000,3225200000,21200000,68,0,1
Sara Monaschi,andatevene affanculo perché io non ho niente da dirvi,6,3230400000,3254400000,24000000,69,1,0
Aureliano Adami,invece mi sa di sì,6,3255200000,3267600000,12400000,70,0,1
Gabriele Marchilli,oh che cazzo fai,6,3272400000,3289600000,17200000,71,1,1
Aureliano Adami,statti zitto,6,3272400000,3289600000,17200000,72,0,1
Aureliano Adami,che dobbiamo fare,6,3310000000,3319600000,9600000,73,0,1
Aureliano Adami,pensaci bene,6,3418800000,3430000000,11200000,74,0,1
Aureliano Adami,a dove sta sto prete che magari ti torna in mente,6,3436000000,3458400000,22400000,75,0,1
Sara Monaschi,ti ho detto che non lo so,6,3473200000,3486400000,13200000,76,0,0
Alberto Anacleti,ma ti conviene proteggere quel bagarozzo di merda,6,3498800000,3531600000,32800000,77,1,1
Sara Monaschi,e poi che volete da lui scusa,6,3541200000,3555200000,14000000,78,0,0
Aureliano Adami,i terreni di ostia,6,3569200000,3580400000,11200000,79,0,1
Sara Monaschi,che cosa,6,3598000000,3606400000,8400000,80,0,0
Aureliano Adami,ma che parlo un altra lingua io,6,3619600000,3634800000,15200000,81,0,1
Alberto Anacleti,ha capito,6,3635600000,3652000000,16400000,82,0,1
Alberto Anacleti,devi convincere la commissione a non rompere i coglioni,6,3652800000,3680400000,27600000,83,1,1
Sara Monaschi,i terreni di ostia,6,3684000000,3696800000,12800000,84,0,0
Sara Monaschi,ma che è uno scherzo,6,3705200000,3718000000,12800000,85,0,0
Sara Monaschi,la commissione non assegnerà mai quei terreni a voi tre,6,3731600000,3757200000,25600000,86,0,0
Sara Monaschi,è impossibile,6,3762000000,3770800000,8800000,87,0,0
Aureliano Adami,e perché,6,3771600000,3780800000,9200000,88,0,1
Aureliano Adami,è di preti e di chiesa che parliamo,6,3795600000,3812400000,16800000,89,0,1
Aureliano Adami,quelli è una vita che fanno come cazzo gli pare,6,3813200000,3833200000,20000000,90,1,1
Sara Monaschi,siete pazzi,6,3838400000,3849600000,11200000,91,0,0
Aureliano Adami,però quei terreni o ce li prendiamo noi o non se li prende nessuno,6,3866800000,3894000000,27200000,92,0,1
Aureliano Adami,quindi dimmi dove sta sto prete forza,6,3914000000,3931200000,17200000,93,0,1
Aureliano Adami,senti mo m hai rotto il cazzo vieni qua,6,3983600000,4003600000,20000000,94,1,1
Aureliano Adami,se non mi dici dove sta questo,6,4018000000,4030800000,12800000,95,0,1
Aureliano Adami,io ti sparo in faccia ti butto nel fiume e non ti trovano più,6,4031600000,4056800000,25200000,96,0,1
Sara Monaschi,e poi come fai,6,4072400000,4082000000,9600000,97,0,0
Sara Monaschi,io conosco il vaticano,6,4097600000,4111600000,14000000,98,0,0
Sara Monaschi,io so come ragionano so come muovermi là dentro,6,4117600000,4144800000,27200000,99,0,0
Sara Monaschi,vi posso pure far entrare in quest affare ma ho bisogno di tempo,6,4153200000,4182000000,28800000,100,0,0
Sara Monaschi,per capire come per trovare una soluzione,6,4182800000,4216400000,33600000,101,0,0
Sara Monaschi,ahi,6,4217200000,4229600000,12400000,102,0,0
Aureliano Adami,hai un sacco di tempo,6,4217200000,4229600000,12400000,103,0,1
Gabriele Marchilli,forse dovremmo fare come dice lei no,6,4230400000,4246800000,16400000,104,0,1
Gabriele Marchilli,ha ragione lei conosce quelle persone,6,4254400000,4274000000,19600000,105,0,1
Gabriele Marchilli,e poi che abbiamo da perdere,6,4293200000,4308000000,14800000,106,0,1
Gabriele Marchilli,magari trova una soluzione che fa contenti a tutti,6,4315200000,4338800000,23600000,107,0,1
Gabriele Marchilli,a riprenderla facciamo sempre in tempo,6,4357600000,4376400000,18800000,108,0,1
Aureliano Adami,se fa una cazzata me la prendo con te,6,4435200000,4452000000,16800000,109,1,1
Sara Monaschi,tu vedi di sbrigarti,6,4488800000,4502800000,14000000,110,0,0
Alberto Anacleti,buh,6,4556800000,4566000000,9200000,111,0,1
Amedeo Cinaglia,ciao ste posso,6,5188800000,5204000000,15200000,114,0,1
Amedeo Cinaglia,come stai,6,5266400000,5276000000,9600000,116,0,1
Amedeo Cinaglia,ti trovo invecchiato,6,5287600000,5296800000,9200000,117,0,1
Amedeo Cinaglia,no sono invecchiato anche io invece,6,5329200000,5348400000,19200000,119,0,1
Amedeo Cinaglia,ti faccio compagnia,6,5349200000,5377600000,28400000,121,0,1
Amedeo Cinaglia,e quella volta che hai pranzato con ferinelli,6,5413600000,5432800000,19200000,123,0,1
Amedeo Cinaglia,io penso di sì invece,6,5470800000,5484400000,13600000,125,0,1
Amedeo Cinaglia,ti ricordi di quello strano pranzo che hai organizzato tanti anni fa,6,5500000000,5529600000,29600000,126,0,1
Amedeo Cinaglia,con quel lobbista molto particolare un grande sostenitore dell eolico,6,5532400000,5564400000,32000000,127,0,1
Amedeo Cinaglia,se ne parlò tanto all epoca,6,5577200000,5591200000,14000000,128,0,1
Amedeo Cinaglia,poi però finì tutto nel dimenticatoio anche le foto tue e di lui,6,5601200000,5630400000,29200000,129,0,1
Amedeo Cinaglia,poco dopo però le pale iniziarono a girare in mezza italia,6,5636800000,5667600000,30800000,130,0,1
Amedeo Cinaglia,tu lo sai come si dice no,6,5670400000,5682400000,12000000,131,0,1
Amedeo Cinaglia,a pensare male si fa peccato ma molto spesso ci si azzecca,6,5688400000,5716400000,28000000,132,0,1
Amedeo Cinaglia,no,6,5754800000,5763200000,8400000,134,0,1
Amedeo Cinaglia,voglio che usi tutto il potere che hai conquistato in questi anni,6,5768800000,5795600000,26800000,135,0,1
Amedeo Cinaglia,per affidare la direzione dei musei di roma a un amico comune,6,5796400000,5822800000,26400000,136,0,1
Amedeo Cinaglia,ma come non sei curioso di sapere chi è l amico,6,5858400000,5880000000,21600000,138,0,1
Amedeo Cinaglia,è taccon,6,5894800000,5903600000,8800000,139,0,1
Amedeo Cinaglia,il povero taccon ha sempre desiderato quel posto,6,5918400000,5939200000,20800000,140,0,1
Amedeo Cinaglia,solo che il partito aveva altri piani altri raccomandati,6,5940000000,5970800000,30800000,141,0,1
Amedeo Cinaglia,il diavolo ha pure la tua,6,6007600000,6020400000,12800000,143,0,1
Amedeo Cinaglia,quanto t hanno dato per far girare quelle pale eh,6,6021200000,6048000000,26800000,144,0,1
Amedeo Cinaglia,mi ha fatto piacere rivederti stefano,6,6146000000,6171200000,25200000,148,0,1
Amedeo Cinaglia,meglio dell ultima volta che ci siamo visti no,6,6172000000,6193200000,21200000,150,0,1
Amedeo Cinaglia,t ho spaccato la faccia,6,6198400000,6212800000,14400000,151,0,1
Amedeo Cinaglia,beh allora vediamo che succede la prossima volta,6,6297600000,6321600000,24000000,153,0,1
Amedeo Cinaglia,aspetto tue notizie,6,6400400000,6413600000,13200000,154,0,1
Amedeo Cinaglia,diciamo entro stasera,6,6422800000,6435200000,12400000,155,0,1
Gabriele Marchilli,sara per favore parliamo,6,6677600000,6693600000,16000000,156,0,1
Sara Monaschi,zitto,6,6677600000,6693600000,16000000,157,0,0
Gabriele Marchilli,mi dispiace veramente,6,6698400000,6708400000,10000000,158,0,1
Sara Monaschi,stai zitto ho detto,6,6709200000,6723200000,14000000,159,0,0
Sara Monaschi,io non ci posso credere,6,6731600000,6744400000,12800000,160,0,0
Sara Monaschi,eri d accordo con quelli fin dall inizio,6,6749200000,6770000000,20800000,161,0,0
Sara Monaschi,tu mi hai venduto a quei due ma chi cazzo sei lele,6,6770800000,6803200000,32400000,162,1,0
Gabriele Marchilli,non avevo alternative,6,6804000000,6816400000,12400000,163,0,1
Gabriele Marchilli,non sai in che casino mi sono infilato,6,6817200000,6834000000,16800000,164,0,1
Sara Monaschi,mi hai usato perché hai visto l occasione giusta,6,6834800000,6859600000,24800000,165,0,0
Sara Monaschi,e adesso che sei attaccato addosso a quei due,6,6860400000,6882800000,22400000,166,0,0
Sara Monaschi,non appena trovi un occasione migliore molli pure loro,6,6887600000,6909600000,22000000,167,0,0
Sara Monaschi,tu sei una merda,6,6916000000,6938400000,22400000,168,1,0
Gabriele Marchilli,e allora sono come te,6,6916000000,6938400000,22400000,169,0,1
Gabriele Marchilli,una che usa le persone e quando non le servono più le butta via,6,6939200000,6964800000,25600000,170,0,1
Sara Monaschi,di agli amichetti tuoi che mi faccio viva io,6,7054000000,7074000000,20000000,174,0,0
Aureliano Adami,non puoi capire che roba questa ha quasi più palle di mia sorella,6,7128800000,7156400000,27600000,176,1,1
Aureliano Adami,macché,6,7175600000,7184400000,8800000,178,0,1
Aureliano Adami,questa se la batte lele,6,7185200000,7196800000,11600000,179,0,1
Aureliano Adami,se la batteva perché mi sa che mo,6,7201200000,7217200000,16000000,180,0,1
Aureliano Adami,isabel non fare la gelosa che non sei capace,6,7242000000,7260800000,18800000,182,0,1
Aureliano Adami,ce l hai una cosa pulita da darmi,6,7272800000,7288400000,15600000,183,0,1
Aureliano Adami,comunque sto cercando casa tra un po levo il disturbo,6,7338000000,7362800000,24800000,184,0,1
Aureliano Adami,di chi è sta cosa,6,7400400000,7410000000,9600000,185,0,1
Aureliano Adami,mica me l hai detto di chi è,6,7440400000,7452000000,11600000,187,0,1
Aureliano Adami,bene,6,7495200000,7520400000,25200000,190,0,1
Aureliano Adami,ciao,6,7722000000,7730400000,8400000,193,0,1
Sara Monaschi,eccoti,6,7984000000,7992400000,8400000,195,0,0
Sara Monaschi,non qui andiamo,6,8022400000,8033200000,10800000,197,0,0
Sara Monaschi,sandro il punto qua è un altro prenderci quello che vogliamo,6,8082800000,8112000000,29200000,198,0,0
Sara Monaschi,c è una soluzione,6,8124800000,8134000000,9200000,200,0,0
Sara Monaschi,dobbiamo fare entrare quei tre nella società,6,8140000000,8164400000,24400000,201,0,0
Sara Monaschi,dargli delle quote,6,8165200000,8175600000,10400000,202,0,0
Sara Monaschi,ragiona,6,8200400000,8210800000,10400000,204,0,0
Sara Monaschi,la nostra società sta per fallire,6,8234000000,8251600000,17600000,205,0,0
Sara Monaschi,se eseguiamo gli ordini di samurai quello non ci lascia nemmeno le briciole,6,8256800000,8290000000,33200000,206,0,0
Sara Monaschi,invece con loro dentro qualche possibilità ancora ce l abbiamo,6,8304000000,8332000000,28000000,207,0,0
Sara Monaschi,quelli non sanno nemmeno che cos è una società sono dei ragazzini,6,8407600000,8440400000,32800000,211,0,0
Sara Monaschi,non sarà difficile fargli fare quello che vogliamo noi,6,8446800000,8472800000,26000000,212,0,0
Sara Monaschi,ma sono proprio loro la soluzione per bloccare samurai,6,8506800000,8534800000,28000000,214,0,0
Sara Monaschi,quelli sono disposti a tutto,6,8557600000,8572800000,15200000,215,0,0
Sara Monaschi,non si fermano davanti a niente,6,8588800000,8605600000,16800000,216,0,0
Sara Monaschi,nemmeno davanti a lui,6,8613200000,8625600000,12400000,217,0,0
Sara Monaschi,cediamo delle quote ai ragazzi e li teniamo buoni,6,8671200000,8699600000,28400000,218,0,0
Sara Monaschi,poi facciamo firmare a theodosiou,6,8706800000,8726400000,19600000,219,0,0
Sara Monaschi,la cessione dei terreni alla nostra società,6,8727200000,8749200000,22000000,220,0,0
Sara Monaschi,a quel punto possiamo,6,8779200000,8790000000,10800000,221,0,0
Angelica Sale,andate a giocare,6,8905200000,8919200000,14000000,223,0,0
Angelica Sale,esco per negozi,6,9002000000,9016000000,14000000,225,0,0
Angelica Sale,devo comprare dei vestiti,6,9016800000,9046000000,29200000,227,0,0
Angelica Sale,roba carina per spadino lo faccio contento,6,9046800000,9074000000,27200000,228,0,0
Angelica Sale,no gli faccio una sorpresa,6,9096800000,9112000000,15200000,230,0,0
Angelica Sale,no li ho grazie,6,9152000000,9164400000,12400000,232,0,0
Livia Adami,niente,6,9439600000,9449200000,9600000,240,0,0
Livia Adami,il bello di casa è sempre stato aureliano,6,9463200000,9484400000,21200000,241,0,0
Livia Adami,è spiccicato a mamma,6,9504000000,9518800000,14800000,242,0,0
Livia Adami,sì,6,9591600000,9600400000,8800000,244,0,0
Livia Adami,hai sentito,6,9774000000,9785600000,11600000,250,0,0
Livia Adami,di là,6,9798000000,9813200000,15200000,252,0,0
Livia Adami,perché stai qua,6,9946000000,9955200000,9200000,253,0,0
Aureliano Adami,non lo vedi,6,9966000000,9976000000,10000000,254,0,1
Aureliano Adami,e comunque questa è casa mia,6,10016000000,10029600000,13600000,255,0,1
Aureliano Adami,che cazzo stai a fare te qua,6,10081600000,10095600000,14000000,256,1,1
Aureliano Adami,no tu,6,10105200000,10120000000,14800000,258,0,1
Aureliano Adami,ti scopi mia sorella e pensi di parlare con me,6,10120800000,10140400000,19600000,259,0,1
Aureliano Adami,faccia di merda,6,10141200000,10160800000,19600000,260,1,1
Livia Adami,per favore vai di là,6,10141200000,10160800000,19600000,261,0,0
Livia Adami,vai di là,6,10166800000,10178400000,11600000,262,0,0
Livia Adami,vai,6,10215600000,10225200000,9600000,263,0,0
Livia Adami,come stai aurelia,6,10346400000,10355600000,9200000,264,0,0
Aureliano Adami,come cazzo fai a scoparti quel parassita,6,10369600000,10391199999,21599999,265,1,1
Livia Adami,da quando ti preoccupi con chi scopo,6,10398399999,10417600000,19200001,266,0,0
Aureliano Adami,quello sta qua per i soldi nostri lo sai,6,10440000000,10457200000,17200000,267,0,1
Livia Adami,e tu perché stai qua,6,10458000000,10470000000,12000000,268,0,0
Aureliano Adami,non mi rispondi,6,10477600000,10488400000,10800000,269,0,1
Livia Adami,di che di quirino,6,10493200000,10502400000,9200000,270,0,0
Livia Adami,di che ti devo rispondere non sono cazzi tuoi,6,10503200000,10524800000,21600000,271,1,0
Livia Adami,dove stai adesso,6,10558400000,10568000000,9600000,272,0,0
Aureliano Adami,non sono cazzi tuoi,6,10584000000,10597200000,13200000,273,1,1
Livia Adami,oh,6,10613200000,10624000000,10800000,274,0,0
Livia Adami,mi dispiace che te ne sei andato,6,10651600000,10666800000,15200000,275,0,0
Aureliano Adami,non me ne sono andato,6,10682000000,10693600000,11600000,276,0,1
Aureliano Adami,m hai cacciato,6,10705200000,10715200000,10000000,277,0,1
Aureliano Adami,e ti sei messa vicino quel coglione,6,10735600000,10752800000,17200000,278,1,1
Manfredi Anacleti,mo che è morto tullio dobbiamo approfittarne,6,10830800000,10849600000,18800000,279,0,1
Manfredi Anacleti,bisogna allargarsi subito,6,10850400000,10869600000,19200000,280,0,1
Manfredi Anacleti,dobbiamo prenderci qualcosa di quei buffoni degli adami,6,10874000000,10898400000,24400000,281,0,1
Manfredi Anacleti,mo siamo in due e siamo più forti tocca farsi sentire,6,10899200000,10933200000,34000000,282,0,1
Manfredi Anacleti,dobbiamo cominciare con una cosa piccola e vedere come reagiscono,6,10962400000,10996400000,34000000,284,0,1
Manfredi Anacleti,è arrivato il momento che lo facciamo insieme però,6,10997200000,11019200000,22000000,285,0,1
Manfredi Anacleti,come una regina,6,11115200000,11129600000,14400000,288,1,1
Amedeo Cinaglia,perché se lo merita,6,11294000000,11311200000,17200000,291,0,1
Amedeo Cinaglia,dietro chi,6,11354400000,11378400000,24000000,295,0,1
Amedeo Cinaglia,samurai,6,11422000000,11432800000,10800000,297,0,1
Amedeo Cinaglia,è vietato,6,11470400000,11488400000,18000000,299,0,1
Amedeo Cinaglia,siamo in un ufficio pubblico,6,11492800000,11505200000,12400000,300,0,1
Amedeo Cinaglia,no io lavoro con uno che a roma fa affari con tutti,6,11555600000,11577600000,22000000,302,0,1
Amedeo Cinaglia,compresi voi,6,11586000000,11595200000,9200000,303,0,1
Amedeo Cinaglia,e tu perché sei qui,6,11624400000,11643600000,19200000,304,0,1
Amedeo Cinaglia,mi è sempre piaciuto stefano,6,11703200000,11718000000,14800000,308,0,1
Amedeo Cinaglia,il più bravo politico della sua generazione,6,11722400000,11741600000,19200000,309,0,1
Amedeo Cinaglia,il più preparato il più intelligente il più lucido,6,11746800000,11777200000,30400000,310,0,1
Amedeo Cinaglia,il migliore di tutti noi,6,11788000000,11801200000,13200000,311,0,1
Amedeo Cinaglia,senza dubbio,6,11804800000,11814000000,9200000,312,0,1
Amedeo Cinaglia,hai scelto un uomo corrotto gabriella,6,11865200000,11887200000,22000000,314,0,1
Amedeo Cinaglia,dimmi che non lo sapevi,6,11913200000,11925200000,12000000,315,0,1
Sara Monaschi,allora farò in modo che il vaticano venda i terreni alla società di mio marito,6,12097600000,12135200000,37600000,317,0,0
Sara Monaschi,e a voi vi cedo delle quote,6,12136000000,12150400000,14400000,318,0,0
Aureliano Adami,che vuol dire,6,12161600000,12171600000,10000000,319,0,1
Sara Monaschi,vuol dire che diventiamo soci,6,12178400000,12193600000,15200000,320,0,0
Alberto Anacleti,soci,6,12205600000,12214000000,8400000,321,0,1
Sara Monaschi,è l unica soluzione il vaticano non venderà mai a voi da soli,6,12214800000,12250400000,35600000,322,0,0
Alberto Anacleti,che quote quanto,6,12256400000,12273600000,17200000,323,0,1
Sara Monaschi,cinquanta percento,6,12278000000,12292400000,14400000,324,0,0
Alberto Anacleti,facciamo il 60 siamo in tre,6,12314400000,12334800000,20400000,325,0,1
Alberto Anacleti,si divide meglio no,6,12352800000,12364400000,11600000,326,0,1
Sara Monaschi,va bene,6,12391600000,12400800000,9200000,327,0,0
Aureliano Adami,dai va avanti forza,6,12411600000,12424000000,12400000,328,0,1
Sara Monaschi,quei terreni li vuole anche samurai,6,12436400000,12452000000,15600000,329,0,0
Alberto Anacleti,parla chiaro però che vuoi dire,6,12465200000,12484000000,18800000,330,0,1
Aureliano Adami,te non dici un cazzo gabrie,6,12495600000,12510400000,14800000,331,1,1
Gabriele Marchilli,che devo dire,6,12526400000,12535600000,9200000,332,0,1
Aureliano Adami,ma tu hai capito questa che vuole,6,12536400000,12551200000,14800000,333,0,1
Gabriele Marchilli,vuole fare la società con noi,6,12552000000,12574800000,22800000,334,0,1
Aureliano Adami,sì col cazzo,6,12552000000,12574800000,22800000,335,1,1
Aureliano Adami,questa vuole che ammazziamo samurai,6,12588800000,12605200000,16400000,336,0,1
Aureliano Adami,vero,6,12611600000,12620400000,8800000,337,0,1
Sara Monaschi,voglio essere sicura che,6,12662000000,12678000000,16000000,338,0,0
Sara Monaschi,fare società con voi sia la scelta migliore,6,12685200000,12706800000,21600000,339,0,0
Aureliano Adami,mmh,6,12707600000,12716000000,8400000,340,0,1
Aureliano Adami,vuoi ammazzare uno e ti vergogni di dirlo,6,12726000000,12745600000,19600000,341,0,1
Sara Monaschi,allora lasciamo perdere,6,12773200000,12786400001,13200001,342,0,0
Sara Monaschi,sputtanate il monsignore e l affare non lo fa nessuno,6,12787200000,12808800001,21600001,343,0,0
Aureliano Adami,no l affare si fa altro che non si fa,6,12809600000,12830000000,20400000,344,0,1
Aureliano Adami,però le regole le facciamo noi,6,12839600000,12851600000,12000000,345,0,1
Aureliano Adami,ci dai il 75,6,12859600000,12876400000,16800000,346,0,1
Sara Monaschi,non si può fare,6,12887200000,12910400000,23200000,347,0,0
Aureliano Adami,ma io non te lo sto a chiedere,6,12887200000,12910400000,23200000,348,0,1
Aureliano Adami,o è così o niente,6,12924800000,12936000000,11200000,349,0,1
Sara Monaschi,va bene,6,13006800000,13018800001,12000001,350,0,0
Aureliano Adami,brava,6,13006800000,13018800001,12000001,351,0,1
Aureliano Adami,mo dimmi dove sta il prete,6,13024000000,13046800000,22800000,352,0,1
Sara Monaschi,perché,6,13024000000,13046800000,22800000,353,0,0
Aureliano Adami,ti dovesse venire in mente qualche strana idea,6,13047600000,13069200000,21600000,354,0,1
Aureliano Adami,tipo di venderci a samurai,6,13082400000,13097200000,14800000,355,0,1
Aureliano Adami,invece lele viene con te a firmare le carte,6,13115600000,13136000000,20400000,356,0,1
Aureliano Adami,e io e lo zingaro andiamo a prendere il prete,6,13138800000,13158000000,19200000,357,0,1
Aureliano Adami,dimmi dove sta,6,13168400000,13179200000,10800000,358,0,1
Sara Monaschi,sta in ritiro,6,13207200000,13218400000,11200000,359,0,0
Sara Monaschi,in un abbazia fuori roma,6,13228400000,13242400000,14000000,360,0,0
Aureliano Adami,oh che è,6,13446000000,13458400000,12400000,367,0,1
Aureliano Adami,andiamo a sbattere stai fermo,6,13587600000,13604000000,16400000,371,1,1
Aureliano Adami,leva,6,13658000000,13672800000,14800000,373,0,1
Alberto Anacleti,l abbazia chiude alle nove,6,13907200000,13919600000,12400000,375,0,1
Alberto Anacleti,dentro ci vivono sei frati e dormono tutti là al secondo piano,6,13930000000,13962800000,32800000,376,0,1
Aureliano Adami,come cazzo hai fatto a saperlo,6,13987600000,14003200000,15600000,377,1,1
Alberto Anacleti,basta sapere a chi domandare,6,14018400000,14032400000,14000000,378,0,1
Aureliano Adami,mortacci vostri state dappertutto,6,14066400000,14082400000,16000000,379,0,1
